[2024-11-18 19:16:56] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-18 19:16:56] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-18 19:16:56] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-18 19:16:58] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-18 19:16:58] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-18 19:16:58] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-18 19:16:58] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416\
[2024-11-18 19:16:58] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/agency/
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:45] [class-ss-page.php:119] Checking Content Identical:732aab34f95537ea6d443dbf6515ba5ad35595e2===. Value: FALSE
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/text-path.376669dc13ce66a83828.bundle.min.js.LICENSE.txt
[2024-11-18 19:18:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 918
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b9315996a8-3ucoJd.tmp
[2024-11-18 19:18:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/text-path.376669dc13ce66a83828.bundle.min.js.LICENSE.txt?simply_static_page=483
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/text-path.376669dc13ce66a83828.bundle.min.js.LICENSE.txt?simply_static_page=483
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:103] Filesize: 188 bytes
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/text-path.376669dc13ce66a83828.bundle.min.js.LICENSE.txt
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b9315996a8-3ucoJd.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/text-path.376669dc13ce66a83828.bundle.min.js.LICENSE.txt
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:45] [class-ss-page.php:119] Checking Content Identical:9ad30d40a5b9c29792042d7464b96c2f01d8fe5a===. Value: FALSE
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/text-path.497ba3e4bfca1269225c.bundle.js
[2024-11-18 19:18:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 918
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b9315ad6f1-T0zkNc.tmp
[2024-11-18 19:18:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/text-path.497ba3e4bfca1269225c.bundle.js?simply_static_page=484
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/text-path.497ba3e4bfca1269225c.bundle.js?simply_static_page=484
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:103] Filesize: 75680 bytes
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/text-path.497ba3e4bfca1269225c.bundle.js
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b9315ad6f1-T0zkNc.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/text-path.497ba3e4bfca1269225c.bundle.js
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:45] [class-ss-page.php:119] Checking Content Identical:2d3b2e5c34adb001c50e5e6015b119722eef6e03===. Value: FALSE
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/toggle.31881477c45ff5cf9d4d.bundle.min.js
[2024-11-18 19:18:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 918
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b9315d01b3-B21sXu.tmp
[2024-11-18 19:18:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/toggle.31881477c45ff5cf9d4d.bundle.min.js?simply_static_page=485
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/toggle.31881477c45ff5cf9d4d.bundle.min.js?simply_static_page=485
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:103] Filesize: 3770 bytes
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/toggle.31881477c45ff5cf9d4d.bundle.min.js
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b9315d01b3-B21sXu.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/toggle.31881477c45ff5cf9d4d.bundle.min.js
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:45] [class-ss-page.php:119] Checking Content Identical:20c7a5ae5cb214fef1c534a7fe328d5baf07aafa===. Value: FALSE
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/toggle.d79746a764407a0828ee.bundle.js
[2024-11-18 19:18:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 918
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b9315e4cab-wgScBA.tmp
[2024-11-18 19:18:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/toggle.d79746a764407a0828ee.bundle.js?simply_static_page=486
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/toggle.d79746a764407a0828ee.bundle.js?simply_static_page=486
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:103] Filesize: 7560 bytes
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/toggle.d79746a764407a0828ee.bundle.js
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b9315e4cab-wgScBA.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/toggle.d79746a764407a0828ee.bundle.js
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:46] [class-ss-page.php:119] Checking Content Identical:5db49267a128a67e9081d954fddb009891e86651===. Value: FALSE
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/video.78c625e89ab767d621c5.bundle.min.js
[2024-11-18 19:18:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 918
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b931604be9-ElYCS8.tmp
[2024-11-18 19:18:46] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/video.78c625e89ab767d621c5.bundle.min.js?simply_static_page=487
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/video.78c625e89ab767d621c5.bundle.min.js?simply_static_page=487
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:103] Filesize: 3237 bytes
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/video.78c625e89ab767d621c5.bundle.min.js
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b931604be9-ElYCS8.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/video.78c625e89ab767d621c5.bundle.min.js
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:46] [class-ss-page.php:119] Checking Content Identical:a51b9c6589c6e2defe993e60244760b597b2c16f===. Value: FALSE
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/video.817bd6a65a1542503aac.bundle.js
[2024-11-18 19:18:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 918
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b93161890f-6uHhdF.tmp
[2024-11-18 19:18:46] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/video.817bd6a65a1542503aac.bundle.js?simply_static_page=488
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/video.817bd6a65a1542503aac.bundle.js?simply_static_page=488
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:103] Filesize: 6215 bytes
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/video.817bd6a65a1542503aac.bundle.js
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b93161890f-6uHhdF.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/video.817bd6a65a1542503aac.bundle.js
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:46] [class-ss-page.php:119] Checking Content Identical:8d49cd9c9230f8173d9233e5ab43e0242201c5ec===. Value: FALSE
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/wc-product-editor.js
[2024-11-18 19:18:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 918
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b93162cec5-HElSCh.tmp
[2024-11-18 19:18:46] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/wc-product-editor.js?simply_static_page=489
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/wc-product-editor.js?simply_static_page=489
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:103] Filesize: 4367 bytes
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/wc-product-editor.js
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b93162cec5-HElSCh.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/wc-product-editor.js
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:46] [class-ss-page.php:119] Checking Content Identical:a2bf43ce4b2e5255c4d20177d5855ed353881a92===. Value: FALSE
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/wc-product-editor.min.js
[2024-11-18 19:18:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 918
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b93164f163-z1ag4k.tmp
[2024-11-18 19:18:46] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/wc-product-editor.min.js?simply_static_page=490
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/wc-product-editor.min.js?simply_static_page=490
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:103] Filesize: 2665 bytes
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/wc-product-editor.min.js
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b93164f163-z1ag4k.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/wc-product-editor.min.js
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:46] [class-ss-page.php:119] Checking Content Identical:eb3f734ac01513cd5a89b5d61a70f42dbe068685===. Value: FALSE
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/web-cli.js
[2024-11-18 19:18:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 918
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b9316691ad-uFHenL.tmp
[2024-11-18 19:18:46] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/web-cli.js?simply_static_page=491
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/web-cli.js?simply_static_page=491
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:103] Filesize: 511344 bytes
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/web-cli.js
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b9316691ad-uFHenL.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/web-cli.js
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:46] [class-ss-page.php:119] Checking Content Identical:769d73adf5809e0120939efe6cd83229423cd3ad===. Value: FALSE
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/web-cli.min.js
[2024-11-18 19:18:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 918
[2024-11-18 19:18:46] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b9316ac987-KV287o.tmp
[2024-11-18 19:18:46] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/web-cli.min.js?simply_static_page=492
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/web-cli.min.js?simply_static_page=492
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:103] Filesize: 179347 bytes
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/web-cli.min.js
[2024-11-18 19:18:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b9316ac987-KV287o.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/web-cli.min.js
